x,y
0.05843817,0.14188857
0.05875645,-0.06622595
0.05894117,0.00686699
0.05910494,-0.03226740
0.05935096,-0.00791455
0.06012803,0.01308243
0.06062364,0.02329648
0.06064319,0.06858070
0.06100015,-0.01664090
0.06105688,0.00604004
0.06115258,0.21798453
0.06170299,0.20962454
0.06198950,-0.12777680
0.06235424,0.03124804
0.06309119,0.01719004
0.06336852,0.12095622
0.06405832,-0.06182151
0.06540038,0.01525074
0.06592199,-0.01648691
0.06625195,-0.03944037
0.06632449,0.29021598
0.06647449,0.03619407
0.06668150,0.10596460
0.06867833,0.03324324
0.06953441,0.07722662
0.06973018,-0.00964910
0.06996329,0.05748090
0.07138403,0.01797658
0.07178920,0.03967693
0.07239698,0.02994309
0.07263414,0.25243271
0.07447573,0.33606532
0.07574060,0.03410552
0.07599417,0.04752564
0.07658071,-0.03376875
0.07793614,0.04834630
0.07863652,0.04683232
0.07929505,-0.09291516
0.07987063,0.18554313
0.08019091,0.02277560
0.08060000,0.02395017
0.08102218,-0.02730435
0.08356876,0.03798708
0.08391796,-0.02010618
0.08549337,-0.00447699
0.08556544,0.04138798
0.08615657,0.11927946
0.08618657,0.00511020
0.08622040,0.01598429
0.08647098,0.03425988
0.08886922,0.00366354
0.08888466,0.06686519
0.09002077,0.17390152
0.09292330,0.05942750
0.09329360,-0.00958012
0.09373007,0.18283929
0.09378737,-0.01126194
0.09605914,-0.08205161
0.09688234,-0.06446280
0.09738480,0.08366444
0.09927600,-0.07838331
0.10093840,0.15782752
0.10133319,-0.01438773
0.10139186,0.08586333
0.10177391,0.12428023
0.10178313,0.27183712
0.10317882,-0.03518530
0.10405378,0.17172013
0.10517990,0.02203406
0.10525081,0.00934571
0.10608275,0.00120123
0.10685041,0.19075891
0.10770388,0.06900619
0.10800167,0.00009171
0.10805743,0.07916674
0.10852887,0.02998906
0.10869487,0.02666724
0.11006521,0.01787099
0.11006841,0.16667005
0.11130729,-0.00755201
0.11256939,0.03886386
0.11288636,-0.02731515
0.11301282,0.04260227
0.11314326,0.02862318
0.11336000,0.01654245
0.11356772,0.41761677
0.11405904,0.12198287
0.11411490,-0.00067728
0.11422505,0.21780973
0.11423890,0.04692502
0.11531428,-0.14042933
0.11566915,0.00098968
0.11617218,0.08545902
0.11637347,-0.03023838
0.11734560,0.08954092
0.11870941,0.00726618
0.11893577,0.17739173
0.11898836,0.00185089
0.11979727,-0.06779211
0.11983497,0.04143287
0.12047477,0.08376390
0.12132740,-0.17586866
0.12200628,-0.00700502
0.12227299,-0.03125909
0.12335724,-0.03073741
0.12360322,-0.04939577
0.12394017,-0.04938304
0.12408356,-0.00724917
0.12553812,0.00857067
0.12597566,0.01279102
0.12633370,0.15288075
0.12707688,-0.04691836
0.12770344,0.21624100
0.12877484,0.05615887
0.12888355,-0.03104196
0.12928914,-0.01148141
0.13029089,0.16489894
0.13038852,0.13992041
0.13097280,-0.04474054
0.13113875,-0.02823847
0.13270609,0.18879776
0.13275536,0.25684198
0.13283049,-0.03915733
0.13286911,-0.03706429
0.13392044,0.24604703
0.13421376,-0.20672080
0.13448445,-0.12341630
0.13692489,-0.05356808
0.13743609,-0.04505492
0.13839173,-0.06464389
0.13858808,-0.08239732
0.13884500,-0.02306198
0.13902807,-0.09386666
0.14052428,-0.02855008
0.14100526,-0.00745750
0.14141268,-0.04134767
0.14160708,-0.04375248
0.14207890,-0.05196558
0.14217429,-0.03433284
0.14269242,0.41371826
0.14274397,0.04009372
0.14306103,-0.15161943
0.14360707,-0.08581009
0.14368031,-0.14341395
0.14413276,-0.01004224
0.14478640,0.01447661
0.14619901,-0.04903563
0.14630601,-0.17016924
0.14636276,0.09753213
0.14730952,-0.07141139
0.14850456,0.17168750
0.14864373,-0.09562869
0.14990842,-0.01172261
0.15079662,-0.03464531
0.15096842,-0.16862627
0.15123161,0.01502949
0.15229197,-0.02098637
0.15232231,0.02014082
0.15267115,-0.08950449
0.15273144,-0.06779065
0.15366313,-0.04078841
0.15373636,-0.03405744
0.15395191,-0.07564308
0.15483607,-0.11578888
0.15523536,-0.05355014
0.15590581,-0.06803230
0.15706840,-0.06915445
0.15726930,-0.08359846
0.15733043,-0.06947058
0.15738620,0.13010811
0.15810580,0.16840549
0.15818666,-0.14086302
0.15852340,-0.18114548
0.15905050,-0.10851863
0.16091353,-0.04357141
0.16124030,-0.04411510
0.16146265,-0.05172437
0.16163043,0.09294651
0.16204572,-0.16664871
0.16209575,-0.02560244
0.16418553,-0.11344460
0.16465351,-0.05842063
0.16488952,-0.11740714
0.16535224,-0.14387295
0.16559702,-0.07302164
0.16584645,-0.06675967
0.16599488,-0.10257718
0.16638540,-0.23667918
0.16754839,0.00100290
0.16770298,0.04529721
0.16772209,-0.14860319
0.16775640,0.21754816
0.16806649,-0.19162175
0.16829891,-0.13740031
0.16840752,-0.14773891
0.16923276,-0.05448572
0.16991507,-0.07226540
0.17162625,0.12684749
0.17246239,-0.09726666
0.17264632,-0.17570887
0.17267700,0.10351366
0.17269044,0.23157761
0.17342903,0.13163153
0.17415631,-0.11793711
0.17540789,-0.13251112
0.17623648,0.26597070
0.17691114,0.08001975
0.17734005,-0.09003191
0.17812679,0.17007754
0.17924899,-0.18002680
0.18004749,-0.10066362
0.18054481,-0.15309630
0.18071794,-0.30081121
0.18080757,-0.18488044
0.18277452,-0.20433602
0.18279205,-0.02753746
0.18345255,-0.04859607
0.18394118,-0.19981569
0.18423063,0.01733773
0.18423786,-0.31346749
0.18429573,-0.17490553
0.18432220,-0.11864443
0.18433548,-0.12363515
0.18433607,-0.14826984
0.18475630,-0.17685825
0.18513975,0.02764868
0.18514739,-0.12794328
0.18530771,-0.27110647
0.18625559,-0.15270456
0.18647654,-0.15001530
0.18652988,0.13236465
0.18690921,-0.17033639
0.18902801,-0.20213470
0.18913398,-0.09344273
0.19237443,-0.40652298
0.19270598,-0.24847173
0.19350488,0.29493489
0.19352613,-0.18610141
0.19432988,0.31525893
0.19529218,-0.25450416
0.19544580,-0.14083333
0.19607004,-0.24576010
0.19629225,-0.08311180
0.19650157,-0.18905642
0.19752938,-0.06751512
0.19837359,-0.21770206
0.19858531,-0.36204725
0.19863807,0.06933312
0.19908824,-0.30075574
0.19927516,-0.19831062
0.20036750,-0.26589725
0.20083800,-0.27337330
0.20123942,-0.06568250
0.20160102,-0.27298253
0.20264765,-0.25539921
0.20296165,0.42861754
0.20365693,-0.24304626
0.20375997,-0.22107463
0.20440943,-0.20501019
0.20471156,-0.22321076
0.20554956,-0.26358528
0.20635242,0.46381373
0.20753272,-0.22919205
0.20759333,-0.10207339
0.20775342,-0.23553301
0.20956977,-0.37819336
0.20976886,-0.19856232
0.21021668,0.10556390
0.21041581,-0.13813279
0.21055470,-0.27817654
0.21136596,-0.22991242
0.21154964,-0.33352755
0.21162669,-0.20986889
0.21162766,-0.25144579
0.21200038,-0.11939369
0.21212734,-0.23382671
0.21240169,-0.11177874
0.21268260,-0.42044942
0.21300790,-0.14597887
0.21413011,-0.11496232
0.21432501,-0.33503012
0.21512197,-0.32728017
0.21539049,-0.21673843
0.21706132,0.34152881
0.21711198,-0.27604260
0.21779809,-0.44274782
0.21937052,0.11562059
0.22023987,-0.25550089
0.22221521,-0.00749449
0.22245033,-0.33610321
0.22291936,-0.40170394
0.22468673,-0.19453819
0.22511242,-0.25086932
0.22513115,-0.14083705
0.22548429,-0.24010805
0.22598637,-0.53552398
0.22616916,-0.34564597
0.22623628,-0.36716029
0.22645465,-0.34781771
0.22660370,-0.41127694
0.22723619,-0.28647354
0.22736563,-0.47173300
0.22992361,-0.23312285
0.23030539,-0.36138113
0.23076081,-0.37918408
0.23110899,-0.24089100
0.23164979,-0.35518570
0.23184999,-0.43742731
0.23356645,-0.36926411
0.23414909,-0.13805866
0.23422264,-0.35916217
0.23458381,-0.30152015
0.23459499,-0.31780316
0.23572160,-0.42284774
0.23609062,0.22677765
0.23720038,-0.32371656
0.23737182,-0.34218651
0.23784507,-0.43472519
0.23830040,-0.47383759
0.23945039,-0.47891457
0.23973078,-0.42132140
0.23988984,-0.23355493
0.24067497,-0.37198248
0.24161798,0.29035571
0.24184197,-0.48039162
0.24213853,-0.44431680
0.24224070,-0.36888163
0.24237485,-0.42083552
0.24250572,-0.41160594
0.24283604,-0.06285139
0.24288551,-0.27312918
0.24302689,-0.30381872
0.24334854,-0.49884132
0.24463275,-0.37519487
0.24527684,0.25429503
0.24646836,-0.39832988
0.24698375,-0.17671542
0.24817623,-0.35643556
0.24838219,-0.33155297
0.24842465,-0.38182672
0.24926070,-0.43987488
0.24959769,-0.52004661
0.25005521,-0.23281867
0.25086919,-0.43508052
0.25312127,-0.43651149
0.25412660,-0.54749345
0.25434553,-0.44713983
0.25457689,-0.49703235
0.25473257,-0.36554280
0.25568992,-0.59211543
0.25691075,-0.21177032
0.25719168,-0.56579373
0.25744677,-0.31079532
0.25750161,-0.16948580
0.25821393,-0.51546949
0.25829250,-0.43748381
0.25859417,-0.41035764
0.25910975,-0.46258230
0.25962683,-0.24998484
0.25994684,-0.28596867
0.26029935,-0.50382636
0.26115423,-0.43011032
0.26244507,-0.48058049
0.26262793,-0.49984843
0.26302706,-0.58780318
0.26349551,-0.33591565
0.26418947,-0.44864205
0.26495751,-0.67591419
0.26684151,-0.47770598
0.26830839,-0.20219488
0.26873480,-0.60107701
0.26929907,-0.61743656
0.26962737,-0.07437100
0.27021320,-0.55357237
0.27071144,-0.58321353
0.27111475,-0.51510606
0.27229122,-0.50590344
0.27268647,-0.50529195
0.27319338,0.13081553
0.27344134,0.01652696
0.27356133,-0.36897196
0.27390345,-0.61587459
0.27437472,-0.33344695
0.27558724,-0.45442994
0.27625679,-0.16860919
0.27681495,0.06663498
0.27689557,-0.51288249
0.27753665,-0.44972886
0.27908393,-0.66373942
0.27916889,-0.62906966
0.27942274,-0.57215155
0.28072738,-0.57459074
0.28144218,-0.46901531
0.28211654,-0.39964401
0.28230767,-0.57160616
0.28319672,-0.57678393
0.28363252,-0.39474736
0.28399484,-0.58020660
0.28409385,-0.47800430
0.28447449,-0.47173169
0.28519004,-0.32665461
0.28600624,-0.58208772
0.28626338,-0.55503826
0.28827153,-0.27281565
0.28890369,-0.78442614
0.28899367,-0.38107538
0.28911254,-0.36151512
0.28916469,-0.56452883
0.28964647,-0.57150303
0.28996669,-0.53788568
0.29003952,-0.37635867
0.29097942,-0.54041312
0.29231609,-0.27797300
0.29240094,-0.52694157
0.29304600,-0.45644593
0.29375580,-0.23981337
0.29431077,-0.55353149
0.29467925,-0.03819550
0.29483969,-0.71492938
0.29505070,-0.17859864
0.29527993,-0.64181579
0.29562269,-0.50021400
0.29601645,-0.62777720
0.29607006,-0.31344226
0.29740748,-0.57872970
0.29808768,-0.53835449
0.29926509,-0.16934933
0.30051970,-0.32825055
0.30292355,-0.48962137
0.30364170,-0.37855388
0.30382153,-0.54263900
0.30390657,-0.52940645
0.30406002,-0.34960593
0.30439741,-0.60286606
0.30511618,-0.49326160
0.30567402,-0.00790549
0.30612832,-0.51585814
0.30715811,-0.30920703
0.30890683,-0.52536417
0.30894235,-0.72203181
0.30913514,-0.28191563
0.30937009,-0.51741345
0.30947281,-0.48111103
0.31132781,-0.50238083
0.31222159,-0.46248216
0.31241825,-0.50311184
0.31284454,-0.59902504
0.31495262,-0.66812321
0.31544560,-0.48848310
0.31744777,-0.59424724
0.31751713,-0.57929498
0.31765405,-0.58768839
0.31776861,-0.58712647
0.31904395,-0.63002635
0.31923705,-0.77802266
0.31975598,-0.45706498
0.32037080,-0.77570563
0.32170213,-0.55658378
0.32295660,-0.19839296
0.32441015,-0.35345599
0.32464193,-0.51375042
0.32475858,-0.61580157
0.32483611,-0.36878779
0.32491050,-0.20033561
0.32668987,-0.60198693
0.32710380,-0.68315625
0.32736520,-0.52526879
0.32782463,-0.59886175
0.32811564,-0.51724630
0.32896127,-0.55615396
0.32979006,-0.08453899
0.33003725,-0.50201108
0.33018303,-0.28922323
0.33144884,-0.44196442
0.33362653,-0.54706336
0.33369065,-0.46737814
0.33373603,-0.14160840
0.33673372,-0.53709390
0.33707566,-0.69796893
0.33748054,-0.40974906
0.33766067,-0.05849403
0.33989632,-0.40474425
0.34022492,-0.70557791
0.34069013,-0.71788376
0.34086157,-0.54649037
0.34127656,-0.43346083
0.34144905,-0.50117415
0.34166410,-0.60139756
0.34214688,-0.52372602
0.34325676,-0.18997860
0.34373547,-0.51999459
0.34427090,-0.47620074
0.34542585,-0.40607936
0.34578674,-0.39862654
0.34587389,-0.20695927
0.34599372,-0.24631791
0.34690030,-0.66743974
0.34718416,-0.29845980
0.34731565,-0.29444126
0.34780094,-0.50067800
0.34910141,-0.33854261
0.34959534,-0.35616310
0.35047120,-0.53793961
0.35231251,-0.40772253
0.35370623,-0.30798083
0.35372874,-0.34572183
0.35402305,0.02362900
0.35443083,-0.66617904
0.35523944,-0.30058929
0.35555956,-0.04629174
0.35563447,-0.42269398
0.35625177,-0.46880690
0.35873238,0.04823069
0.35925995,-0.31137233
0.36032629,-0.44727876
0.36113843,-0.70268807
0.36158443,-0.51202921
0.36161116,-0.08219740
0.36181451,-0.06996403
0.36211784,-0.43787172
0.36231287,-0.39002348
0.36248588,-0.58271923
0.36297634,-0.02612154
0.36355755,-0.54991895
0.36384249,-0.17944049
0.36455594,-0.40522516
0.36474012,-0.44069443
0.36535983,-0.64679698
0.36564552,-0.27232613
0.36696027,-0.71269486
0.36714795,-0.23137225
0.36904209,-0.58371152
0.36919856,-0.31872899
0.36999984,-0.36470979
0.37238841,-0.26546611
0.37240161,-0.17619111
0.37278502,-0.14445856
0.37315381,-0.08116724
0.37465713,-0.05442788
0.37483997,-0.48852055
0.37508394,-0.13537914
0.37661613,-0.30854181
0.37667204,-0.25702653
0.37721753,-0.23044732
0.37732798,-0.47967212
0.37734083,-0.33613655
0.37769954,-0.03644575
0.37911486,-0.36450069
0.37945698,-0.41292108
0.37963375,-0.44533272
0.38044909,0.12315706
0.38056667,-0.21510633
0.38058381,-0.42248846
0.38116276,-0.56259186
0.38158932,-0.43592690
0.38199167,-0.50053411
0.38207894,-0.24548509
0.38295899,-0.60492477
0.38298779,-0.46481972
0.38447664,-0.18449144
0.38458939,-0.51844928
0.38485866,-0.27317796
0.38488094,-0.32337339
0.38502009,-0.47945216
0.38530275,-0.43305175
0.38583959,-0.44626136
0.38585482,-0.24738510
0.38665881,-0.11977128
0.38698853,-0.01942149
0.38699082,0.04688531
0.38872400,-0.11227118
0.39041128,-0.14849127
0.39099043,-0.18702515
0.39148603,0.09908122
0.39185621,-0.12778695
0.39299468,-0.25538218
0.39403345,-0.07047091
0.39511495,-0.37200823
0.39583345,-0.51576509
0.39624155,-0.35288695
0.39681240,-0.10654056
0.39685928,0.05648558
0.39688289,-0.27156813
0.39788280,-0.32381344
0.39859566,-0.19920338
0.39971299,0.03204517
0.40025991,-0.46672921
0.40036531,-0.06656803
0.40093352,-0.22500863
0.40095605,-0.20082287
0.40205625,-0.02789654
0.40335596,-0.21615459
0.40422785,-0.20174017
0.40614778,-0.38797428
0.40662676,0.03118838
0.40718657,-0.12844575
0.40737331,-0.22477171
0.40768314,-0.06462733
0.40870895,-0.07481857
0.40966448,-0.27878689
0.41031233,-0.18981116
0.41083492,-0.33929641
0.41088441,0.00204233
0.41125637,0.09261680
0.41195095,-0.19415976
0.41296929,0.13389621
0.41356906,-0.06707776
0.41487697,-0.20434570
0.41527659,0.27701692
0.41577439,0.03966160
0.41579143,0.19008923
0.41624377,0.08245671
0.41720836,-0.28769941
0.41748093,-0.14530681
0.41763771,-0.03680011
0.41793106,-0.09198794
0.41947633,-0.29988947
0.42246081,-0.08658745
0.42265499,-0.03851459
0.42400523,-0.29000066
0.42543116,-0.22855729
0.42884355,-0.02736405
0.42921916,-0.34252198
0.43040735,-0.00724713
0.43159955,-0.09475203
0.43278880,-0.00005213
0.43291042,-0.02107235
0.43297267,-0.07009427
0.43384329,0.04787145
0.43391884,0.05413923
0.43417513,0.18018319
0.43703042,-0.13185798
0.43790323,-0.13158028
0.43845416,-0.00002461
0.43960259,-0.10147693
0.43967094,-0.32295220
0.43993006,0.05118462
0.44101417,0.26304748
0.44148521,0.04941759
0.44278626,0.18203011
0.44312741,0.01931029
0.44398124,0.14863639
0.44455165,0.10176608
0.44495763,0.23184563
0.44509479,-0.03341736
0.44510674,0.27610877
0.44550316,-0.04990194
0.44585185,-0.24444894
0.44671389,-0.35764821
0.44724281,-0.23699671
0.44767271,-0.18855419
0.44833697,0.01898231
0.44838927,-0.05977092
0.44902085,0.23452768
0.44935672,-0.16634876
0.45163137,0.10299391
0.45208081,0.05014211
0.45257362,0.09134616
0.45264718,-0.13394508
0.45384063,0.16970019
0.45397179,0.21003787
0.45398162,0.16691662
0.45431135,0.22303455
0.45486323,0.00060332
0.45535690,0.00961314
0.45687883,0.11259571
0.45722547,0.49366682
0.45933980,0.10911446
0.45998379,0.08333339
0.46140525,0.06319092
0.46210740,-0.06072390
0.46244338,0.08940813
0.46360975,-0.13825379
0.46497405,0.11170538
0.46541003,0.07944457
0.46691605,0.11714388
0.46807511,0.07389442
0.46979038,0.26721075
0.46980821,-0.10003629
0.47047203,0.14329608
0.47084291,0.30855220
0.47098168,0.37434557
0.47108726,0.14683522
0.47150181,0.20821364
0.47151287,0.17684619
0.47235655,-0.05271371
0.47292838,0.15422241
0.47295093,-0.23595718
0.47337782,-0.11954573
0.47355587,0.30253547
0.47400869,0.32367289
0.47412221,0.38584173
0.47428158,0.20316654
0.47539980,0.13654157
0.47572348,0.06281877
0.47632808,-0.04259836
0.47667996,0.18171942
0.47703003,-0.34249239
0.47709383,-0.12876420
0.47820795,0.27729779
0.47826301,0.02573711
0.47903436,0.27794205
0.47961136,0.41485018
0.48007374,0.30928358
0.48054149,0.33125690
0.48151796,-0.03963107
0.48162667,0.23852444
0.48199396,0.19751546
0.48245736,0.28179538
0.48345553,0.23607793
0.48376824,0.23785138
0.48402528,0.41056691
0.48484127,0.16482045
0.48582596,0.34286246
0.48599287,-0.05042391
0.48766423,0.29008472
0.48883487,0.13962880
0.48953034,0.05705700
0.48955372,0.33078872
0.48978800,0.30749347
0.48998763,-0.11885003
0.49023437,0.28749474
0.49040325,0.03251528
0.49053973,0.29007615
0.49084216,0.31225983
0.49096797,0.46682610
0.49197887,-0.13832850
0.49205854,0.33574813
0.49389120,0.07307011
0.49417308,0.03341224
0.49421213,0.31184838
0.49471032,0.26933680
0.49484990,0.25914646
0.49508588,0.29581557
0.49628152,-0.30354388
0.49671638,0.32068658
0.49683131,0.30888896
0.49896888,0.16003110
0.49951491,0.39408028
0.49993156,0.46134221
0.49999920,0.34990220
0.50026724,0.32996531
0.50070433,0.04236955
0.50114315,0.31871946
0.50208005,0.28496863
0.50232996,0.27518679
0.50238730,0.28146559
0.50293718,0.35239638
0.50312687,0.33660207
0.50316119,-0.03369712
0.50445813,0.26129823
0.50611928,0.39436619
0.50728084,0.18850819
0.50736040,0.44071817
0.50819447,0.15894662
0.50973231,0.38197834
0.50997526,0.34428994
0.51009812,0.38535939
0.51105850,0.39881614
0.51348386,0.27276902
0.51380384,0.45290287
0.51483135,0.44548883
0.51594846,0.46413177
0.51729163,0.16228740
0.51759242,0.32513590
0.51770183,0.56521641
0.51782280,0.58943060
0.51833479,0.38704934
0.51851165,0.05513405
0.51901871,0.21813072
0.51956699,0.40367939
0.52053483,0.27223519
0.52147570,0.43532178
0.52171170,0.36911422
0.52211647,0.43922404
0.52357999,0.56179112
0.52400099,0.48028141
0.52406087,0.47731236
0.52458230,0.20341328
0.52540988,0.58152576
0.52548484,0.32796646
0.52558752,0.24587663
0.52606351,0.17067798
0.52658604,0.39823592
0.52665413,0.41483967
0.52669375,0.62541227
0.52701422,0.63719784
0.52777085,0.60973737
0.52806013,-0.14011633
0.52810644,0.52068341
0.52915516,0.53475090
0.52946730,0.53534875
0.53077695,0.54608579
0.53142183,0.32083498
0.53209704,0.44727493
0.53273146,0.31520401
0.53362563,0.47151682
0.53401927,0.18007538
0.53528747,0.46337850
0.53538753,0.47500862
0.53553881,0.58633114
0.53620661,0.52910836
0.53687130,0.30068387
0.53784879,0.54917032
0.53788876,0.59440319
0.53789474,0.34366503
0.53847541,0.54786047
0.53923380,0.57201974
0.53943869,0.26139516
0.53955923,0.49976125
0.53983116,0.16143654
0.54046313,0.64792296
0.54069176,0.43391596
0.54125580,0.58863075
0.54393590,0.15271819
0.54467626,0.52136485
0.54518155,0.48889022
0.54534892,0.55798491
0.54587328,0.31978270
0.54614141,0.69368592
0.54693155,0.60189902
0.54768463,0.35507431
0.54774263,0.88677285
0.54991445,0.67259525
0.55025770,0.26237669
0.55027277,0.60879083
0.55069893,0.72817781
0.55165136,0.56658694
0.55292353,0.63259491
0.55311767,0.77858364
0.55331932,0.64706748
0.55345066,0.69296220
0.55407264,0.79013496
0.55418149,0.58879075
0.55425268,0.83070984
0.55535924,0.73288916
0.55641086,0.65055550
0.55659373,0.68493825
0.55670674,0.50000094
0.55761557,0.63200466
0.55796815,0.70051146
0.55801696,0.68488151
0.55890893,0.73410245
0.55918218,0.60711902
0.56006520,0.54259318
0.56085792,0.49908333
0.56098145,0.63488573
0.56116831,0.66466753
0.56118294,0.65751212
0.56187769,0.71608557
0.56198464,0.67250185
0.56209997,0.63662445
0.56251116,0.70274821
0.56280609,0.47584009
0.56319232,0.76795039
0.56346697,0.74381263
0.56376107,0.61821757
0.56394713,0.43580911
0.56531545,0.73613460
0.56696241,0.71868041
0.56706718,0.81292183
0.56734077,0.77193877
0.56818728,0.72355829
0.56871929,0.71264687
0.56895921,0.67356714
0.56900248,0.79524814
0.57002693,0.67779268
0.57036674,0.39415585
0.57067341,0.73931503
0.57084591,0.73387937
0.57131011,0.89067248
0.57136059,0.68346384
0.57150877,0.92989849
0.57264076,0.60670143
0.57267949,0.90467523
0.57300705,0.86617588
0.57345273,0.89661389
0.57353590,0.80837987
0.57408591,0.48329772
0.57524348,0.78577325
0.57530049,0.73184215
0.57583608,0.84921389
0.57672916,0.78590331
0.57709251,0.79144394
0.57734772,0.81705849
0.57778961,0.53060492
0.57790991,0.65651781
0.57811626,0.40095788
0.57843691,0.75955086
0.57876412,0.80852301
0.57908701,0.82372798
0.57952607,0.85958625
0.58343049,0.86765907
0.58353674,0.83581375
0.58399000,1.05166420
0.58630085,0.95892265
0.58740241,0.43111108
0.58763969,0.81951787
0.58778911,0.85767737
0.58823705,0.95532549
0.58872950,0.91742841
0.58884839,0.77693728
0.58950894,0.81757526
0.59017510,0.75755210
0.59058386,0.73649169
0.59194797,0.96875216
0.59220790,0.84472359
0.59240649,0.87796649
0.59278898,0.92690803
0.59287632,0.92736255
0.59296998,0.61949726
0.59317744,0.83580805
0.59460787,0.19686875
0.59472609,1.03757599
0.59570098,0.56752025
0.59590857,0.87367652
0.59629992,0.83126964
0.59717724,0.84270694
0.59751822,1.03095165
0.59836746,0.51733059
0.59858035,0.83234840
0.59903307,0.86355223
0.60025158,0.91424522
0.60088942,0.84232147
0.60091938,1.00794914
0.60125373,0.98927465
0.60344992,0.92131514
0.60435951,1.06643793
0.60501433,0.85915713
0.60543148,0.60357348
0.60543719,0.86292752
0.60574978,0.86172401
0.60633231,0.92181718
0.60660338,0.87410024
0.60691478,0.89603799
0.60759592,0.94721739
0.60875124,0.88221970
0.60980083,0.93635898
0.60983150,1.11288753
0.61002329,0.85115011
0.61072098,1.03685555
0.61179644,0.89936414
0.61527848,0.91588399
0.61528709,1.02633401
0.61706744,0.78231087
0.61749966,0.91639165
0.61755521,1.05930394
0.61806856,0.91891316
0.61882493,1.04111491
0.61890681,0.73832477
0.61930536,1.06739301
0.61975128,0.88491862
0.62042338,1.14865738
0.62119383,0.78164982
0.62263003,0.98449932
0.62269757,1.03050946
0.62345952,0.32572366
0.62408629,0.99233059
0.62427608,0.94244963
0.62433014,0.59669468
0.62454893,0.97940300
0.62480688,1.11188716
0.62630216,1.07059034
0.62641476,0.84476196
0.62655011,0.79577935
0.62670107,1.11501710
0.62715813,1.02125024
0.62770860,0.94033679
0.62850354,0.98954567
0.63010596,0.32641171
0.63127263,0.95185029
0.63212788,0.95929638
0.63294916,0.92850017
0.63425007,1.01821406
0.63438905,0.77552446
0.63526962,0.98165709
0.63545047,1.02548520
0.63569480,0.82251258
0.63692351,0.40783180
0.63702047,1.04256444
0.63755131,0.54303472
0.63769325,0.95776317
0.63769657,0.72686277
0.63793550,0.93389884
0.63826331,0.91763488
0.63926673,0.99136803
0.64060802,1.05439510
0.64152090,1.00055394
0.64187778,0.94195369
0.64252175,0.92357447
0.64328164,0.97117863
0.64344050,1.03844220
0.64378551,0.94857070
0.64388162,0.64133575
0.64466266,0.79029020
0.64673012,0.92205914
0.64743292,0.91644780
0.64857203,0.99006420
0.64902796,0.91104496
0.65049484,0.59046375
0.65083728,0.91204399
0.65219471,0.98774546
0.65345808,0.94382907
0.65481083,0.91029605
0.65495794,0.79789471
0.65673941,0.93361242
0.65897326,0.93004603
0.65939234,0.96600558
0.66028763,0.52635759
0.66038821,0.97331769
0.66109052,0.64244993
0.66259524,0.64461533
0.66262191,0.87063439
0.66347790,0.75052249
0.66359168,0.97523277
0.66372456,0.90348866
0.66424901,0.90461765
0.66429528,0.92458290
0.66477735,0.88611688
0.66484337,0.97396989
0.66514270,0.87260586
0.66527883,1.10419004
0.66529986,0.86897507
0.66550174,0.88029106
0.66582296,0.84963602
0.66623765,0.78579019
0.66655405,0.74151631
0.66716331,1.05516494
0.66840214,0.92341193
0.66843858,0.92463484
0.67104859,0.77428530
0.67293285,0.97374870
0.67346768,0.62858563
0.67378727,0.93794132
0.67418272,0.89377215
